sha256,refined_3d_prompt
c2bb55c2e168d8c7d4727dd24bf363f200b271fb74ba028475b177d8a3d1a5a2,"Turquoise coupe, short wheelbase, wide track. Rounded body, bubble roof, pronounced haunches. Circular taillights, dual exhaust. Glossy paint, silver wheels, basic design. Flush door handles, minimal trim. Studio lit, soft shadows, clean surfaces. 70s aesthetic, boxy silhouette."
c4341a2982286d867e6d738697dcc41a69ca139578823a6e4af73d4dd5bd6254,"Bright yellow 4-door coupe, low & wide. Aggressive fascia, dark mesh grille, sleek headlights. Fastback roof, muscular fenders. Black multi-spoke wheels, red calipers. Gloss paint, chrome trim, flush handles. Red interior glimpse. Studio lighting, sharp reflections, high detail. Maserati-inspired."
c5cbed86de4fbebfde3236238e299f5c115959fd317cd697298ae65d8eafa792,"Boxy white SUV, LR Discovery-esque. Short overhangs, tall greenhouse, long wheelbase. Dark roof/pillars, silver sills. Round headlights, split tailgate. 5-spoke alloys. Gloss white, metallic flake. Studio lit, soft shadows. Rugged, utilitarian, minimal chrome. High ground clearance."
c692d8cb6a703836898ec5f265b5b565668ceba70af4e76c1a78d530fa33951d,"White Range Rover Sport, short wheelbase, high beltline, flush handles. Gloss white body, black roof/pillars. Silver 7-spoke wheels, red calipers. Pixel headlights/taillights. Minimal chrome, subtle vents. Studio lit, even shadows, clean surfacing. Boxy silhouette, angular forms."
c6c56a7cf9ae0f23ac967ad4b4dc00cbbffe07dd8bd52f1c6cc4e791d6cb415c,"Red, low-slung coupe. Short wheelbase, wide stance. Rounded-rect. headlights, subtle splitter. Glossy paint, dark multi-spoke wheels. Fastback roof, minimal spoiler. Blocky, simplified geometry. Studio lit, soft reflections. Polyhedral, toy-like."
c6d69e77ae1d401b2320fc658f09b52b845d8f6785f8f905098462634cbfee83,"Dark grey Japanese sports coupe, wedge shape, long hood/short deck. Pop-up headlights, sharp creases, gold mesh wheels. Targa top, flush windows, chrome trim. Glossy metallic paint, low stance, wide track. Studio lit, subtle reflections, 70s aesthetic. 4.2m length."
c73d0ad4299bb5eb698f688973e377971c87a9e4b87893ee9156543a4b438e99,"Radiant yellow compact SUV, fastback profile, short overhangs. High beltline, vertical headlights, Cadillac grille texture. Silver 10-spoke wheels, black cladding. Glossy paint, panoramic sunroof, studio lit. Athletic stance, precise panel gaps. Subtle flares, chrome trim. Modern, luxurious."
c8309e98175d388badbd3b39d2f6267e16f9a104556c85e1440667b20d547f57,"Hypercar, vibrant yellow, green/black livery. Low, wide, long wheelbase. Aggressive splitter, large rear wing, central fin. Dark grey wheels, slick tires. Gloss/matte mix, carbon fiber accents. Studio lit, sharp reflections, detailed panel gaps. Racing #51. Active aero, complex diffuser. Mobil 1 sponsor."
c8de4df8aa01a33b791d5bd36e6fa9c04fbc26906579c988360b1579a442decb,"R34 Skyline, pearl white, long hood/short deck, aggressive stance. Widebody, subtle flares, rear wing. Circular headlights, gold 6-spoke wheels. Glossy paint, minimal chrome, dark tint. Studio lit, sharp reflections, JDM tuning. Smooth surfaces, muscular fenders."
c8fcb8c5b28bd9d22b27c14b46ca47423613221f25a971c2df0a6a854e2592c6,"Crimson red Mazda CX-5 crossover, Kodo design. Sculpted fenders, long hood, fastback roof. Dark grey multi-spoke wheels, flush handles. Glossy paint, chrome exhaust. High-mounted lights, minimal spoiler. Studio lit, soft reflections, athletic stance."
c9d672e378cd97398efc484583f6345528555be7468d59c31d2d080ec4c5005b,"Lime green Porsche 930 coupe, low-poly. Wide body, flared arches, “whale tail” spoiler. Fuchs silver wheels. Glossy paint, flush windows, minimal chrome. Round headlights, short wheelbase. Studio lit, soft shadows. Boxy silhouette."
c9d9be3a81ef1e404e3faa054b082d189df10436052a5a2af375c63250b93ca9,"Bright yellow supercar, Audi R8-esque. Low, wide, short overhangs. Hex grille, sharp creases, sideblade. Gloss paint, black roof. 5-spoke silver wheels, red calipers. Visible engine, rear diffuser, quad exhaust. Studio lit, smooth reflections, detailed surfacing."
c9dcc71b6f91f6357c3e5b0fb35a6ebd7ba1b88b6099e6c477b1b08a3928dd37,"Low-slung hypercar, black glossy body, sharp angles, pronounced fenders. Orange/red accent lighting, dynamic wheel design (bronze/copper). Low profile, wide stance, short overhangs. Carbon fiber splitter/diffuser. Minimal upper surfacing, hexagonal intakes. Studio lighting, dramatic reflections, matte/gloss interplay. Aggressive silhouette."
ca102e0cabd297e4b43b4b603dddc1bc0125a019e2e58742497473222c03efea,"Teal matte Audi R8, low/wide. Short overhangs, prominent side blades, dark roof. Circular lights, singleframe grille. 5-spoke silver wheels, red calipers. Gloss/matte contrast. Clean surfacing, soft studio light, detailed reflections. R8-inspired proportions."
cabc546e47bdb554321638c658f08f75d26709c57a112112dbc105998b2ca9dd,"Red/black bi-color microcar. Short wheelbase, tall cabin, rounded forms. Glossy red body, matte black roof/trim. Silver multi-spoke wheels. Circular headlights, green accents. Flush handles, minimal cladding. Studio lit, clean reflections. High contrast."
cabc7c8e726d771d43854d530189d99abb2113c3150f617dc915c608490f437a,"Matte “Go Mango” Dodge Challenger SRT HellRedeye. Widebody, long hood, short deck. Aggressive stance, flush rear. Black wheels, low-profile tires. Quad circular taillights, rear spoiler. Glossy/matte mix. Studio lit, diffuse reflections, sharp edges. Muscular silhouette, boxy flares. Minimal chrome."
cbd048e90182a96bccb6d69ee707e050757cc3e930114fffbb6b8dad4ec69c6c,"Golden yellow hypercar, low profile, wide stance. Dihedral doors, central roof intake. Active aero: large wing, diffuser. Dark multi-spoke wheels, low profile tires. Glossy paint, carbon fiber splitter/skirts. Recessed headlights, sculpted body. Studio lit, sharp reflections. Aggressive, organic forms."
cc53aa1b3b673227ca1fde1a503df9a2a31ab083d654038e4a689d72dac9b8df,"Deep metallic blue hatchback, Mk5 Golf-esque. Widebody, low profile, flush fitment. Circular headlights, dark tint. 5-spoke silver/red wheels, red calipers. Gloss/matte mix, black trim. Short wheelbase, wide track. Studio lit, sharp reflections, UK plate. Clean surfacing, modern VW aesthetic."
cc55ceab81ed64ee03f05becc35e9357b4361c77a0277ca1c3ce7d5c226018f1,"Crimson red, low-slung coupe. Organic curves, long hood/short deck. Glossy paint, visible panel gaps. Round headlights, minimal grille. Silver multi-spoke wheels, low profile tires. Flush door handles, dark tinted glass. Rear diffuser, central dual exhaust. Studio lighting, specular highlights. Aerodynamic, flowing silhouette."
ce8e67481f7e14b0074844a2d97ceb39a4c6d964c23013335ddf06c6e11d6948,"White hatchback/wagon, boxy, long wheelbase, flush glasshouse. Minimalist front, rect. headlights. Silver 5-spoke wheels, red accents. Glossy paint, soft studio lighting, planar surfaces. Subtle black trim, clean lines, understated. JDM 90s aesthetic. Compact, elevated roof."
cf7cf8b26a9c125d6d6490934f6082eb9afd28a39c53d5b637294b07d0045bb6,"Iridescent purple hypercar, low & wide. Aggressive splitter, central intake, pop-up headlights. Long wheelbase, short overhangs. Glossy metallic paint, carbon fiber accents. Gold multi-spoke wheels, racing slicks. Large rear wing, active aero. “70” livery. Studio lit, sharp reflections, detailed surfacing."
d13bcf15af008492916326635f58a2775c6b954f99ecd6b623d8ad40f0589b60,"Teal Porsche 964, widebody, low stance. Fuchs wheels, dark bronze. Racing stripes, #964 decals. Rear wing, circular lights. Matte/gloss mix, subtle panel gaps. Short wheelbase, classic silhouette. Studio lit, soft shadows, clean surfaces. Minimal chrome, black accents."
d169116ca7c40985fc8bfee7aa916149482a4e8836520dfbdbca9b8d346e49d5,"Compact ‘60s sedan. Rose-pink matte, boxy. High roof, short deck/hood. Circular headlights, minimal chrome. White wall tires, steel wheels. Flat surfaces, upright. Studio lit, soft shadows. 4-door."
d223996005d45d911db424fbd48626dd161c5874f92ab59b1079d228a2d245c6,"Hypercar, low & wide. Vivid yellow, glossy paint. Extensive carbon fiber (splitter, diffuser, hood). Active rear wing, central twin-exhaust. Bronze multi-spoke wheels. Dihedral doors, sculpted side intakes. Long hood/short deck. Studio lighting: sharp reflections, defined shadows. Aggressive aero, minimal overhangs. Gloss/matte surface contrast."
d2b76ca10cd045ea761cc809e958944b791acaac1ba37066f242824cd3e7da8c,"Crimson boxy SUV, short wheelbase, high roofline. Silver 5-spoke wheels, black roof rack, flush headlights/taillights. Matte finish, dark cladding. Studio lit, soft shadows, emphasizing form. Rugged, utilitarian. Minimal chrome. Nissan Xterra/Pathfinder influence."
d3cfb2a4d8036458162d582b9e4aa2d25a3fea06f0bb66f52b47c9a51f3c092b,"Deep burgundy ML-Class SUV, boxy, short overhangs, long hood. Chrome/silver accents, 5-spoke alloys. Glossy paint, subtle reflections. Upright stance, high beltline. Integrated headlights, prominent grille. Studio lit, form emphasis, detailed panel gaps, dark roof rails."
d58e4184f10bcdd226aef637c022ecca3267ff306028181824c8e4ac8a3f15ac,"Hypercar, matte black. Wedge profile, long hood, short deck. Prominent intakes, rear vents. Circular lights, central exhaust. Wide track, multi-spoke silver wheels, red calipers. Low roofline, seamless body. Carbon accents, sharp creases. Studio lighting, smooth surfaces. F1-inspired."
d73ee85032fa608e158096f9b8fdbd3c2d44a25f135c78c28984524a6bf63b6a,"Red, boxy hatchback. ~2.3m wheelbase, ~1.6m width. Matte red paint, planar surfaces. Small, circular headlights/rectangular taillights, orange indicators. Steel wheels, silver. Black plastic bumpers/trim. Flush door handles, angled rear hatch. Minimal chrome, 80s Eastern European aesthetic. Studio lit, soft shadows."
d8180a74990e9ea6ebcaf8107c4db91876270b7ae4e5984d7f3690d0a73bd193,"Compact red hatchback, VW Polo-inspired. Short overhangs, tall cabin, faceted body. Glossy red/black geometric camo. Silver 5-spoke wheels. Chrome trim, flush handles. Angular headlights, VW badge. Studio lit, sharp facets, diffuse reflections."
d900c9032acb338950393046b808658a3c23f3f87286069ec18b1060c8d82a22,"White coupe, sleek profile, ~4.6m length. Long hood, short deck, aggressive stance. Flush door handles, frameless doors. Glossy paint, subtle shoulder line. Dark grey multi-spoke wheels, low-profile tires. Angular headlights/taillights, integrated DRLs. Minimal chrome, clean rear diffuser. Studio lit, sharp reflections."
da8f68981019c18075a630a378f91db0dc4eb0e5d101984ee8dacdf6ab235ca6,"Deep blue VW ID.4 crossover. Long wheelbase, short overhangs. Integrated LED light bar, flush grille. Gloss black cladding, silver roof rails. 5-spoke alloy wheels. Panoramic sunroof, tinted windows. Clean surfacing, minimalist design. Studio lit, specular highlights, soft reflections. Red-stitched interior visible. Modern VW front fascia."
db9df9c474acb31539cf552392618b0e378e8a39c492c5754215c7bde09b517b,"Yellow Ford Bronco Sport. Boxy SUV, short overhangs, tall greenhouse. Rectangular lights, prominent ""BRONCO"" grille. Silver alloys, black cladding. Matte finish, high beltline. Studio lit, even reflections. Minimal chrome. Rugged, utilitarian."
dc95e2b7c634778f87a913dc1f755bcb4c7f6bac0970eceeb926ee57119ac7f6,"Boxy white AE86 Corolla, short wheelbase, pop-up headlights retracted, dark wheels, magenta tail lights. Flush glass, black accents, subtle flares. Matte finish, minimal chrome, clean lines, studio lit. JDM 80s coupe, low stance, compact."
ddf38cb342a4f55c8b4f908cd8b7c17a5d3faa4151895ab1f2f8d23e6048e96d,"Glossy white sports coupe, long hood/short deck. Aggressive front, sculpted headlights. Black wheels, red calipers. Low stance, wide track. Defined shoulder line, subtle rear spoiler. Quad exhaust, dark diffuser. Studio lit, clean reflections. Smooth surfaces, minimal chrome. Feline proportions, dynamic stance."
debbfcc9f4ccbe6c6819ddb55ebb636a5261615395f3b232cee92f3456db3754,"Crimson DS Automobiles crossover, fastback profile, short overhangs. Pixel-LED visor, sculpted hood, black roof/trim. Dark multi-spoke wheels. Glossy paint, subtle chrome. Flush handles, angular C-pillar. Studio lit, satin/convex reflections. High waistline, athletic stance."
e0593c063669548cc38d2c9892ecb9af425aa5a6f86efcc18381bcf061ff786b,"Dark grey metallic fastback coupe, long hood/short deck. Red side stripe, black roof. Circular headlights, minimal chrome grille. Yellow spoked wheels, low profile tires. Matte finish, flush windows, subtle hood scoop. Studio lit, clean reflections, 70s muscle car aesthetic, reminiscent of 1969 Dodge Charger."
e16d09a7b53778238bd48fef95fec1bee35238c6209dc613a43c116f9c3ceb33,"Glossy black '70s muscle car. Long hood, short deck, fastback roof. Round headlights, rectangular taillights. Steel/alloy wheels, white-wall tires. Low stance, wide fenders. Subtle hood scoop, chrome trim. Clean lines, convex surfaces. Studio lit, soft reflections. Minimal detail, form focused."
e1e606248daa6d0481429ff1af40092ef5525f86e78868c6c9cc365c72618177,"White GT-R, aggressive widebody, purple accents (hood, roof, splitter, wing). Low stance, long hood, short deck. Dark multi-spoke wheels. Glossy paint, sharp edges, defined gaps. Quad exhaust, circular taillights. Studio light, specular highlights. Tuner aesthetic."
e284ae8136e2cc8eeb1837b41c6429f9d43eb28c4d092e6328dd6716379ce21e,"Pale blue Fiat 500. Short wheelbase, tall cabin, rounded fenders. Chrome/silver trim, circular headlights. Small steel wheels, whitewalls. Beige canvas roof. ""LPN-3"" plate. Matte paint, soft studio light, subtle reflections. Classic Italian, simple forms."
e2ed1d398690a29c178f5ac97b93abed9564b72b00309038f3b0157336fe62dc,"Dark gunmetal G-Wagen. Boxy, upright, short overhangs. Matte finish, minimal chrome. Round headlights, vertical grille, silver skidplates. Dark multi-spoke wheels, all-terrain tires. Spare tire carrier, roof rack. Flat panels, sharp edges. Studio lit, subtle reflections. High detail."
e369b35dc98e78d75c2023ff447add8ffd49e4b8c39ad9cf69c844581830632c,"Cream, compact hatchback. Short wheelbase, high roof. Rounded Fiat 500 influence. Circular headlights, small grille. Dark grey 5-spoke wheels. Matte finish, subtle blue stripe. Chrome accents, minimal trim. Soft studio lighting, smooth surfaces. High roof-to-wheel ratio."
e41f60677c6a70b73a46b65b51af0d253a4c5ad81e6d066ad2f5ed83ed2aa6f7,"Aggressive, low SVJ. Matte graphite. Wedge shape, sharp angles, hexagonal intakes. Bronze multi-spoke wheels, low profile tires. Carbon accents, rear wing. Y-shaped lights. Studio lit, high contrast, surface detail. Lamborghini-inspired, wide track."
e66767950343eb87f141d1a5488d0075a09157924436dd62046f538811aeae67,"Sleek grey coupe, low profile, wide stance. Rounded headlights, tinted windows, multi-spoke dark wheels. Subtle rear spoiler, flush door handles. Metallic paint, soft gloss. Long hood, short deck. Minimal chrome, clean lines. Studio lit, soft shadows, emphasizing form. Classic sports car proportions."
e70895d9cbe85a8953b5802b0cbb042f7b1036aa0b9f1f11082f94123c6cf0cf,"Classic VW Beetle, rounded silhouette, short wheelbase, bulbous fenders. Glossy royal blue paint, chrome bumpers/trim, small circular headlights. Steel wheels, silver hubcaps. Minimal trim, smooth surfaces, soft studio lighting—clean reflections, subtle highlights. Iconic “bug” form."
e86c057a2578abb81d051b0240e48b25bccf63e5379e89212620adeb095907c2,"Matte white hypercar, low & wide. Wedge shape, aggressive splitter/diffuser. Long hood, short deck, turbine wheels. Dark tinted cabin, minimal gaps. Angular headlights/taillights. Subtle carbon accents, smooth surfacing. Studio lit, soft shadows, highlighting form. Koenigsegg-inspired."
e8a216d1feba4ef8ea7d1d26d921192abc84708752a0d6a84edde7de7ca26c43,"Ruby red Mercedes S-Class W222, long wheelbase. Glossy paint, chrome trim, flush handles. Multi-spoke alloys, subtle spoiler. Tri-star grille, high beltline. Sleek profile, soft reflections. Studio lit, curved surfaces, minimal gaps. Luxurious, formal sedan."
e8cfed8d51c189a0457f047da3ce5d373c51935cbf4ffc140b4734e578ef81d9,"Yellow muscle car, aggressive stance, long hood/short deck. Black roof/hood scoop. Wide body, low profile. Dark multi-spoke wheels, red calipers. Glossy paint, minimal chrome. Defined character lines, muscular fenders. Studio lit, sharp reflections. Classic coupe silhouette."
e974911cc5d98ec81caebbf495de806e80b298860ed3f6579dbd0616a6957f73,"Compact silver hatchback, ~2.6m wheelbase, 1.8m width. Rounded profile, high roofline, short overhangs. 5-spoke alloy wheels, flush handles. Integrated headlights, subtle shoulder line. Matte silver paint, soft studio lighting, smooth reflections. Black side trim, discreet antenna. 5-door."
ed87c5cdf1265058f96ff851832232f46c3316e04ed282648314cda2a6041fb7,"Lime green supercar, low & wide. Wedge profile, sharp angles, hexagonal intakes. Gloss metallic paint, dark grey multi-spoke wheels. Aggressive splitter, rear diffuser, quad exhaust. Studio lit, high detail, reflective surfaces. Countach-inspired, mid-engine. Perforated engine cover, visible mechanics."
edfb96b6c65d34042c82663085e4d01990f8d8cecc28815bd85aa63562898321,"Rosso corsa hypercar. Wedge profile, low stance, short overhangs. Aggressive intakes, rear wing. 5-spoke silver wheels. Glossy paint, dark glass. Carbon accents. Defined splitter/diffuser. Studio lit, sharp reflections. Ferrari LaFerrari-esque. Aerodynamic, sculpted."
ee3a357882b6f7e973629ecdfcf872a3eb860d259448aab3034f6b661fb18941,"Dark grey hypercar, low/wide. Orange/black stripe. Bugatti Chiron-esque. Aggressive splitter/diffuser, quad exhaust. Gloss/matte carbon. Black multi-spoke wheels, red calipers. Dramatic dihedral doors, sharp angles. Studio lighting, high detail, reflective surfaces."
ee8e17805d045f12295d3895f7880e2004e944f14207d7a141037af477c4e903,"Bugatti Veyron-inspired, bi-color: pale blue/graphite grey. Low, wide hypercar, long wheelbase. Horseshoe grille, circular headlights. Exposed carbon fiber roof, subtle rear winglet. Multi-spoke alloys, matte/gloss interplay. Studio lit, soft reflections, tight panel gaps. Detailed surfacing, flowing lines. Quad circular taillights, central fin."
ef8ae4ea6a541c92335b23cec00a0e77289976dad69d6c20a803e12a04f94ad5,"Aggressive hypercar. Matte black/silver two-tone, extreme wedge profile, short wheelbase. Hex intakes/exhaust, orange calipers, carbon aero. Gloss/matte contrast, low cockpit, dramatic wing. Studio lit, sharp reflections, detailed surfacing."
ef9a60ff39ceae837f051947a840ca1ed5c9ac6edae0252277263a1daa1e34c1,"Rosso Corsa hypercar. Low, wide stance, aggressive splitter. Carbon fiber accents, black roof. Large rear wing, central intake. Gold wheels, red calipers. Sharp creases, flowing surfaces. Glossy finish, studio lighting. ‘70’ side graphic. Le Mans-inspired aero. Dramatic shadow play."
f0d7944474e76fe2c6eb3fc78c648f470cb7480bffd071ca803319bfbc18371d,"Matte graphite supercar, low/wide. Aggressive wedge profile, hexagonal intakes, rear wing. Dark multi-spoke wheels, green accent. Carbon fiber, flush handles. Studio lit, sharp reflections, defined edges. Huracán-inspired."
f0e7633992ad690daaad0c5f622fd1ef1935b164df5fcee26594951bc68fce74,"Black, elongated SUV. Boxy, extended wheelbase, upright cabin. Minimal chrome, dark silver multi-spoke wheels. Flush windows, flat roofline. Subtle hood bulge, angular headlights. Glossy black, soft studio lighting. Formal, somber aesthetic. Flag detail."
f18ffe5575ac4d59001a241b044d6e598cd1d7be7fb4922016ea243a5a652f47,"Low-slung, wedge-shaped coupe. Glossy white body, flat panels, sharp edges. Pop-up headlights, rectangular taillights. 5-spoke silver wheels, thin tires. Black trim, small greenhouse. Rear louvered vent, subtle spoiler. ""JB 007"" plate. Studio lit, clean reflections. 80s Italian sports car."
f3439e8356b597ad6bcdf518311e7b6ae328f6fbed1fda3209dd6e8ccf0cbc45,"Giallo intenso supercar, low/wide. Wedge shape, sharp angles, hexagonal intakes. Carbon fiber splitter/wing. Black multi-spoke wheels, red calipers. Gloss paint, matte accents. Aggressive aero, rear diffuser. Dramatic lighting, studio reflections. Short overhangs, high beltline. Lamborghini-esque."
f3e1d337e1e23001281b858d3539a0750531028106a5c8485d7001965d52de84,"Silver sedan, long wheelbase, moderate overhangs. Sweeping roofline, pronounced shoulder. “Boomerang” taillights, chrome window trim. 5-spoke alloy wheels, silver. Gloss metallic paint, soft studio lighting. Flush handles, conservative sedan profile."
f467d0511712dfe4dbd9a74733da1ae9d7a4f0ebd44fe065913a51e8f2cbf193,"Turquoise CUV, Škoda-esque. Short overhangs, high roofline. Aggressive fascia, angular headlights, black pillars. 5-spoke silver wheels, red calipers. Glossy paint, subtle kit. Flush handles, minimal chrome. Studio lit, smooth reflections, balanced proportions. VW-inspired."
f4f8f105e9729be31745d0869df6fa473ca788c0c50249703611941efc407b99,"Dark grey boxy SUV, short overhangs, high beltline. Matte finish, flush handles, slim lights. Black trim, dark wheels, panoramic sunroof. Robust form, minimal chrome. Studio lit, soft shadows, refined luxury. Interior: tan/brown leather."
f583a0f943ee4c4d2052d9d0ae7c4ae15ace64089c146a02d9d98165a668291c,"Aggressive, low hypercar. Dark grey metallic, sharp angles, prominent intakes. Short overhangs, long hood, wide track. Glossy finish, carbon fiber accents. Multi-spoke dark wheels, low profile tires. Rear wing, hexagonal vents, studio lighting, high contrast. Lamborghini-inspired."
f5c191de722872bef2bd39f43b8ff89b36403fe8103d47f29e630f500b9e172a,"**White Ford GT, low-slung. Long wheelbase, wide track. Dual blue stripes, dark grey multi-spoke wheels. Glossy paint, subtle carbon fiber. Aggressive diffuser, quad exhaust. Studio lighting, sharp reflections. Aerodynamic sculpting, precise panel gaps.**"
f9316dc80e5e071121e42e795f7b7dcce091ed2193e2a26459aeb174c9797f51,"Red metallic hypercar. Wedge profile, short wheelbase, wide track. Angular body, sharp creases, aggressive splitter/diffuser. Dark tinted cockpit, concave black wheels. Glossy finish, studio lighting, faceted surfaces. Silver accent lines, minimal overhangs. Integrated rear wing. Hexagonal headlights. Carbon fiber accents. Aggressive stance."
f9f0f8f4b06a62babc017d3581659e38f9efbea8a83228f40644cf4d9bbc6ff2,"Rosso Corsa grand tourer. Low, wide stance, long hood/short deck. Aggressive splitter, side intakes. Dark multi-spoke wheels, yellow calipers. Glossy paint, carbon accents. Quad circular taillights, rear diffuser. Studio lit, smooth reflections, sharp lines. Ferrari-inspired."
fa160b4ce28f62edab4539045b79e6ee68f83538c32208f6ccbeca5da24ddcc6,"Black MINI Cooper, short wheelbase, upright. White roof/mirrors. Circular headlights, chrome bezels. Black multi-spoke wheels. Glossy paint, subtle aero. Panoramic roof. Minimal overhangs, rounded silhouette. Studio lighting, clean reflections. High detail."
fcf56bc68755e16c227b42874c696aa7782702302e58c6c85a6919e080bc9ca2,"Dark teal GT coupe, long hood/short deck. Smooth, sculpted surfaces, subtle power dome. Horizontal slat grille, thin LED headlights. 5-spoke silver wheels, low profile tires. Flush handles, dark trim. Glossy paint, soft studio light. Fastback roofline, integrated spoiler. Minimal aero, clean lines. Tan interior visible. Subtle muscular fenders."
fd3ba333825384e425d9bf745584fd2564c3f224eefc7934cb4e87b5e14c60fe,"Boxy white coupe, short wheelbase, wide track. Pop-up headlights retracted, flat hood, black accents. Dark 5-spoke wheels, subtle dish. Glossy paint, minimal chrome. Rectangular taillights, centered exhaust. Studio lit, sharp reflections, 80s JDM aesthetic. AE86 influence."
fdca0076737cdcda2355ac6ee6de5063db5f562e050c9af9aab33fad6e4c877f,"White hypercar roadster. Low, wide stance, aggressive wedge profile. Sharp angles, pronounced haunches. Dark multi-spoke wheels, red interior visible. Glossy white body, black accents. Dramatic side intakes, minimal overhangs. Studio lit, high contrast. Carbon fiber diffuser, intricate rear wing. Open-top, clean reflections."
ff2a29738f0899001ae00b441d6a58faa1df54f96fb8c5bc9337aff2b3d74ab3,"Yellow open-wheel racer, long wheelbase, narrow track. Bulbous fenders, exposed engine. Wire spoked wheels, racing tires. Purple stripe, #17 livery. Matte yellow paint, subtle wear. Minimalist cockpit, roll bar visible. Polished metal, soft studio lighting, 1960s aesthetic."
ffeeb522688e823b3900d0c8d7ee7c9736e3eed0632873890ce88bbd74dff3fc,"Matte silver supercar. Wedge profile, short overhangs, long hood. Dark grey accents, integrated blue lighting. Large intakes, prominent rear spoiler. Black multi-spoke wheels, red detailing. Flush handles, low stance. Sharp creases, minimal gaps. Studio lit, specular highlights. Aggressive, futuristic."
